Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
161,65,10131,8,0,8,66,0,Senior
162,22,6358,8,1,5,10,0,Young
162,37,14182,6,2,7,43,0,Middle-aged
159,43,14230,7,1,1,69,0,Middle-aged
153,66,13219,4,9,5,94,1,Senior
158,57,5387,4,6,3,85,0,Senior
171,29,18603,2,0,6,97,1,Young
173,46,5832,5,8,7,25,1,Middle-aged
172,31,13441,0,1,5,47,1,Middle-aged
176,26,15219,2,3,0,7,1,Young
151,36,14720,10,7,7,28,0,Middle-aged
168,20,9193,1,2,0,80,0,
150,77,6838,6,8,8,45,0,Senior
174,69,14552,8,6,1,67,0,Senior
178,45,18350,3,9,9,83,1,Middle-aged
156,34,16301,6,2,5,12,0,Middle-aged
166,70,14515,7,2,7,83,1,Senior
152,79,15418,9,4,4,11,1,Senior
169,52,16872,1,4,1,3,0,Senior
169,56,5891,6,9,4,61,0,Senior
170,66,10588,2,4,0,66,0,Senior
179,50,6305,7,8,7,56,1,Middle-aged
152,54,10283,5,8,7,26,1,Senior
152,20,9548,2,5,1,86,0,
166,27,9192,7,6,5,81,0,Young
156,31,11452,10,9,7,34,0,Middle-aged
176,78,13453,2,7,9,55,0,Senior
175,73,7340,8,8,7,79,1,Senior
163,76,6793,10,5,6,76,1,Senior
166,38,15488,2,7,2,16,0,Middle-aged
167,44,15484,0,1,3,80,0,Middle-aged
162,76,11394,1,9,0,39,1,Senior
169,51,15362,3,7,8,6,1,Senior
178,31,5324,10,1,9,72,1,Middle-aged
169,32,14177,1,7,9,52,1,Middle-aged
170,47,12848,3,1,1,25,0,Middle-aged
176,20,13114,3,2,9,56,1,
167,70,11644,3,6,6,83,1,Senior
153,25,9782,0,8,7,19,1,Young
150,27,17044,8,2,3,76,0,Young
167,23,14931,9,4,9,73,1,Young
150,24,15052,10,8,0,93,0,Young
175,44,8137,6,6,4,27,1,Middle-aged
175,41,8898,1,1,9,5,0,Middle-aged
162,47,5835,2,4,9,26,1,Middle-aged
169,58,9154,7,4,5,30,0,Senior
169,42,7778,6,8,6,78,1,Middle-aged
172,23,18809,3,1,0,97,1,Young
159,71,14588,3,0,3,35,0,Senior
176,23,11409,8,3,4,75,1,Young
160,66,14868,4,3,4,53,0,Senior
158,78,17523,10,0,6,68,0,Senior
158,40,9313,4,9,3,33,1,Middle-aged
154,56,10646,6,6,9,70,1,Senior
175,75,15029,0,1,6,28,0,Senior
150,60,12608,2,8,7,74,0,Senior
166,21,8721,1,6,1,36,0,Young
171,78,18717,10,6,0,49,1,Senior
151,26,12911,9,0,9,90,0,Young
173,68,16864,5,8,9,94,0,Senior
162,35,16214,10,9,0,86,1,Middle-aged
158,36,17876,5,8,0,53,1,Middle-aged
178,39,6671,9,1,8,69,0,Middle-aged
153,77,5916,0,9,3,2,0,Senior
154,42,10588,5,8,8,97,0,Middle-aged
160,53,14109,9,1,6,80,1,Senior
173,30,14325,1,1,6,71,0,Young
168,53,11496,10,7,1,64,0,Senior
170,52,6836,3,2,1,21,0,Senior
152,45,7138,5,2,4,35,1,Middle-aged
161,21,9007,2,6,9,46,0,Young
175,80,6905,2,9,0,86,1,Senior
168,42,8989,2,5,6,48,1,Middle-aged
168,60,8485,3,6,6,22,1,Senior
162,41,9797,8,5,7,6,1,Middle-aged
177,77,15312,3,8,6,33,1,Senior
156,53,7732,3,1,7,39,0,Senior
164,79,12714,3,7,2,43,1,Senior
172,34,15961,6,5,2,25,1,Middle-aged
156,29,6321,4,3,7,18,1,Young
175,34,16908,1,5,8,41,0,Middle-aged
157,61,8354,6,5,9,35,1,Senior
154,48,14720,2,9,3,24,0,Middle-aged
170,76,18509,10,2,7,55,0,Senior
163,42,12101,0,7,0,40,1,Middle-aged
153,78,18343,8,4,1,87,1,Senior
172,36,9743,4,9,9,97,1,Middle-aged
159,79,13951,9,3,9,29,1,Senior
169,28,12014,0,1,9,10,0,Young
164,69,8412,10,9,8,79,0,Senior
167,55,12825,0,0,1,10,0,Senior
169,28,6357,0,6,1,90,1,Young
162,35,15382,8,9,7,64,1,Middle-aged
178,55,19057,7,2,4,29,1,Senior
157,67,8481,10,2,4,98,0,Senior
158,70,14140,5,2,5,18,1,Senior
165,52,19379,9,9,7,2,1,Senior
168,74,15271,5,2,7,25,1,Senior
165,50,6766,5,1,8,85,0,Middle-aged
156,25,13219,3,5,9,51,1,Young
163,29,12163,4,9,2,95,1,Young
177,35,7470,9,2,8,22,0,Middle-aged
163,23,15730,2,0,2,9,1,Young
174,73,5159,2,9,0,91,0,Senior
176,41,7892,9,8,4,89,1,Middle-aged
153,32,10326,6,5,6,89,1,Middle-aged
175,35,9113,4,5,2,91,1,Middle-aged
164,71,18414,7,9,8,74,0,Senior
152,48,12749,4,8,0,94,0,Middle-aged
154,25,12798,3,1,5,4,0,Young
150,45,16914,2,9,5,21,1,Middle-aged
152,30,19567,1,8,7,30,0,Young
164,43,16923,2,2,2,33,1,Middle-aged
173,48,15663,6,2,4,43,1,Middle-aged
176,22,9999,7,2,9,90,0,Young
157,71,18042,4,0,4,2,1,Senior
180,29,6570,10,9,7,87,1,Young
178,80,14028,0,6,6,31,1,Senior
153,79,18181,2,9,2,4,1,Senior
151,20,17130,3,6,6,47,1,
178,71,15478,9,1,9,84,0,Senior
173,62,8405,3,5,7,89,0,Senior
173,45,19484,0,3,4,45,1,Middle-aged
159,77,15862,9,6,4,65,0,Senior
153,31,10527,8,6,0,66,0,Middle-aged
152,33,17304,9,3,7,6,1,Middle-aged
151,44,19561,3,2,5,7,1,Middle-aged
174,27,17939,1,6,5,51,0,Young
166,62,18967,8,8,4,68,0,Senior
172,23,17547,3,3,4,18,1,Young
170,47,10848,3,5,2,41,1,Middle-aged
173,26,11817,10,6,2,69,0,Young
169,29,6627,5,9,1,25,1,Young
172,70,11143,7,2,8,56,1,Senior
162,76,19509,4,4,7,1,1,Senior
154,77,15058,7,0,2,98,0,Senior
180,55,13396,0,5,4,55,1,Senior
179,21,11558,3,4,9,3,0,Young
170,45,16771,0,6,4,54,1,Middle-aged
179,72,10272,2,8,7,81,0,Senior
158,69,16366,10,3,5,32,1,Senior
174,33,12881,6,8,6,88,1,Middle-aged
178,77,13983,0,5,4,2,0,Senior
174,35,17284,4,4,0,65,0,Middle-aged
177,73,18428,0,1,7,98,0,Senior
171,62,8747,5,0,3,8,1,Senior
155,61,14297,8,7,4,58,1,Senior
154,36,19853,2,5,0,53,0,Middle-aged
174,65,19145,10,6,2,44,1,Senior
159,41,14282,10,5,1,73,0,Middle-aged
157,23,6607,5,9,1,28,0,Young
156,38,15031,3,6,0,19,1,Middle-aged
156,21,10074,5,8,5,56,0,Young
155,58,12153,1,4,7,20,0,Senior
170,28,16589,3,0,2,71,1,Young
178,79,11733,6,0,0,56,0,Senior
169,38,5066,10,8,9,35,0,Middle-aged
152,35,13000,5,4,1,19,1,Middle-aged
168,73,17971,8,1,2,81,1,Senior
171,44,12645,10,2,5,63,1,Middle-aged
164,67,14470,6,0,2,82,0,Senior
153,37,9158,0,5,8,7,0,Middle-aged
177,42,14005,5,5,0,27,1,Middle-aged
161,72,5402,10,2,6,39,0,Senior
155,40,12925,2,2,9,30,0,Middle-aged
168,30,19527,7,6,7,23,1,Young
180,58,15194,0,0,8,84,1,Senior
153,60,18640,9,4,7,23,0,Senior
164,23,9166,1,2,4,90,1,Young
158,44,7925,2,4,0,47,1,Middle-aged
154,51,7993,2,3,0,78,0,Senior
162,49,14278,6,5,7,48,0,Middle-aged
172,64,17532,7,8,6,95,0,Senior
175,78,15758,8,1,4,91,0,Senior
167,45,17680,6,9,9,63,1,Middle-aged
179,76,5771,7,7,2,9,1,Senior
179,80,16864,10,1,8,23,0,Senior
154,55,16440,5,3,3,63,1,Senior
174,70,12371,1,8,5,74,1,Senior
165,53,14861,0,3,3,47,1,Senior
176,28,10713,2,6,8,87,0,Young
168,31,13167,8,4,3,74,0,Middle-aged
163,21,6556,6,1,7,66,1,Young
174,57,16150,1,7,2,37,1,Senior
179,24,6151,0,9,7,38,1,Young
165,24,10314,1,9,2,1,0,Young
176,71,6217,2,1,4,48,1,Senior
164,41,15423,5,2,0,82,0,Middle-aged
171,24,17534,8,9,5,35,1,Young
153,78,8944,7,6,1,71,1,Senior
156,23,13039,9,4,2,86,1,Young
165,80,7042,8,9,0,53,1,Senior
173,28,19659,10,2,5,25,1,Young
171,48,11303,10,1,4,42,1,Middle-aged
170,41,13897,7,5,9,23,0,Middle-aged
171,46,7669,6,9,1,9,0,Middle-aged
170,29,7113,5,0,7,27,0,Young
157,35,7977,7,7,8,75,0,Middle-aged
166,61,17541,5,4,2,51,1,Senior
165,80,9378,1,4,5,91,0,Senior
176,61,12227,8,1,5,92,1,Senior
172,80,11261,8,6,9,57,1,Senior
180,70,5422,2,4,5,82,1,Senior
159,29,19891,8,7,7,36,0,Young
159,25,15213,1,4,4,34,1,Young
176,68,16985,2,8,9,13,1,Senior
151,24,17323,5,4,9,55,0,Young
180,77,13722,3,2,7,46,1,Senior
179,25,5090,7,1,2,52,1,Young
158,78,8372,0,4,6,94,0,Senior
166,75,11036,5,9,0,28,0,Senior
160,78,6942,1,9,3,86,0,Senior
159,66,8805,5,4,4,88,1,Senior
171,44,14432,0,5,6,30,0,Middle-aged
174,78,14950,1,1,5,45,1,Senior
166,70,5097,8,4,5,38,0,Senior
153,69,6479,5,0,1,20,1,Senior
165,80,9626,7,2,1,70,0,Senior
169,23,15024,6,2,1,97,1,Young
164,59,15777,8,2,9,47,0,Senior
174,78,10147,8,2,7,59,1,Senior
176,67,8647,10,7,6,79,0,Senior
170,51,10443,3,0,0,79,1,Senior
154,75,5079,6,5,8,96,1,Senior
155,70,19898,4,5,7,14,1,Senior
166,71,10577,6,0,8,42,0,Senior
150,54,17901,3,0,3,61,0,Senior
180,29,7223,9,2,4,59,1,Young
174,53,7569,10,7,4,8,1,Senior
168,55,14964,10,5,8,57,0,Senior
153,25,18768,0,3,7,22,0,Young
166,62,9518,3,4,9,84,1,Senior
158,65,6123,9,9,5,88,0,Senior
180,35,19322,2,2,9,21,1,Middle-aged
173,78,17003,8,5,9,28,1,Senior
151,72,16666,4,5,0,49,0,Senior
157,38,7623,3,5,6,23,1,Middle-aged
164,53,6403,7,8,8,88,1,Senior
156,44,7578,4,9,3,54,1,Middle-aged
176,50,5331,2,7,3,23,0,Middle-aged
155,68,12485,1,5,4,68,1,Senior
150,60,17940,7,1,7,46,0,Senior
164,36,16800,1,3,4,68,1,Middle-aged
172,66,5739,7,5,3,94,0,Senior
175,49,18400,4,8,7,28,1,Middle-aged
156,58,18915,7,1,4,95,0,Senior
178,73,17798,4,5,7,97,0,Senior
179,74,13233,0,9,0,50,1,Senior
174,50,9980,10,9,2,83,1,Middle-aged
166,38,8878,10,9,6,63,1,Middle-aged
151,54,6949,1,6,0,10,0,Senior
176,48,8460,5,7,4,89,0,Middle-aged
158,78,7128,2,8,5,37,1,Senior
178,20,9497,7,4,0,13,1,
158,23,7154,4,8,6,70,1,Young
162,47,10230,2,8,8,30,0,Middle-aged
155,37,12444,9,6,8,87,0,Middle-aged
155,45,6237,6,1,2,80,1,Middle-aged
169,59,14958,7,7,3,72,0,Senior
169,38,15033,3,4,0,80,0,Middle-aged
170,74,13697,10,7,3,11,1,Senior
152,74,10240,8,1,4,1,1,Senior
166,79,15033,5,6,6,86,0,Senior
180,76,9815,0,4,4,18,1,Senior
166,25,14586,4,3,7,11,0,Young
161,20,5256,4,9,6,84,0,
165,27,6720,6,5,0,10,0,Young
164,52,19109,6,4,1,48,1,Senior
162,70,18241,5,5,6,61,1,Senior
172,62,12347,7,8,2,10,0,Senior
150,40,12076,1,0,1,60,1,Middle-aged
166,43,6071,6,0,8,22,1,Middle-aged
152,44,6622,9,5,9,75,0,Middle-aged
175,66,18184,6,1,7,99,0,Senior
164,74,7066,3,7,7,9,1,Senior
153,76,14261,9,6,2,15,1,Senior
153,62,13642,1,5,9,83,0,Senior
167,38,5897,3,3,8,37,1,Middle-aged
166,48,10175,3,8,7,70,0,Middle-aged
168,72,18028,5,6,1,44,1,Senior
160,29,16920,6,6,6,69,1,Young
169,75,13273,2,4,7,3,1,Senior
152,31,13928,9,0,6,10,1,Middle-aged
157,52,9174,0,1,8,77,0,Senior
163,75,10781,2,7,6,4,1,Senior
175,26,8944,8,4,6,56,1,Young
150,36,11426,0,1,0,40,0,Middle-aged
163,80,18622,7,4,1,33,1,Senior
151,80,18284,1,7,4,98,0,Senior
178,77,15399,5,3,0,33,1,Senior
172,79,10435,2,2,9,60,1,Senior
153,29,17140,6,4,6,21,1,Young
173,50,15194,1,6,4,69,1,Middle-aged
176,79,14883,3,1,4,45,0,Senior
178,25,14371,9,0,7,57,0,Young
168,36,7935,8,4,8,77,0,Middle-aged
155,69,10833,5,6,9,40,1,Senior
174,56,15707,3,7,0,81,0,Senior
150,37,13088,1,7,9,64,0,Middle-aged
166,45,18140,9,9,3,10,0,Middle-aged
157,68,5461,8,8,1,74,0,Senior
168,73,16093,3,0,8,66,0,Senior
170,35,5116,8,6,8,85,1,Middle-aged
150,27,10785,1,9,0,65,1,Young
154,43,11507,6,7,2,30,0,Middle-aged
176,32,14846,10,5,9,82,0,Middle-aged
165,48,10830,10,9,7,35,1,Middle-aged
155,51,19224,4,3,1,53,1,Senior
157,43,9561,7,6,1,39,0,Middle-aged
162,35,14990,10,2,1,22,0,Middle-aged
165,30,19519,7,1,4,67,1,Young
179,51,13127,3,5,8,70,1,Senior
152,25,5659,3,1,6,80,0,Young
168,78,16429,7,5,6,67,0,Senior
161,54,7122,2,9,1,75,0,Senior
165,52,17011,6,2,1,17,0,Senior
176,37,16535,7,1,4,19,0,Middle-aged
160,56,19002,7,7,6,60,1,Senior
159,32,15742,10,3,6,72,1,Middle-aged
174,29,18082,9,3,8,78,0,Young
169,56,6586,3,6,2,90,1,Senior
180,45,9682,8,7,0,89,0,Middle-aged
153,65,11799,9,8,8,51,1,Senior
161,36,15939,3,9,0,48,1,Middle-aged
172,20,13826,7,7,7,57,0,
151,44,11987,5,3,4,10,0,Middle-aged
173,53,18562,4,1,7,32,0,Senior
171,58,12975,3,9,6,79,0,Senior
168,29,7882,4,4,8,68,1,Young
174,39,10249,10,6,1,28,1,Middle-aged
154,26,7811,0,1,8,4,0,Young
157,75,17645,6,3,9,61,1,Senior
156,35,17207,7,5,4,77,1,Middle-aged
163,56,15931,8,7,4,12,1,Senior
173,48,10527,2,9,0,15,0,Middle-aged
172,79,6884,8,5,5,29,1,Senior
152,31,14710,9,5,9,87,1,Middle-aged
167,36,13813,4,5,9,13,0,Middle-aged
165,67,17769,9,3,9,38,0,Senior
172,39,18267,5,2,9,58,1,Middle-aged
168,45,19161,0,0,2,35,1,Middle-aged
168,67,10073,8,1,9,40,1,Senior
167,38,14729,8,1,2,76,1,Middle-aged
169,77,15529,5,9,2,94,0,Senior
165,66,10416,7,6,3,5,1,Senior
157,31,10800,3,5,8,2,1,Middle-aged
177,40,11895,4,7,7,30,1,Middle-aged
150,61,15186,4,8,5,99,1,Senior
166,80,15262,6,4,7,10,1,Senior
161,77,18093,6,2,7,73,0,Senior
179,80,11315,6,3,0,81,1,Senior
170,73,9930,4,7,8,38,0,Senior
160,53,7365,3,2,0,59,0,Senior
154,26,18195,7,1,1,94,1,Young
176,64,16037,0,6,8,35,1,Senior
161,54,16230,0,3,6,71,0,Senior
166,34,5854,5,7,9,12,0,Middle-aged
155,20,7728,1,0,0,42,0,
150,45,5915,2,7,2,98,0,Middle-aged
154,54,12173,3,4,0,49,0,Senior
174,44,9938,1,1,4,67,1,Middle-aged
177,61,19818,9,0,3,33,0,Senior
163,78,5131,6,5,7,13,1,Senior
154,78,14308,9,8,8,75,0,Senior
171,34,8593,0,8,3,20,0,Middle-aged
173,41,14052,2,8,2,95,1,Middle-aged
176,78,5293,1,3,3,33,1,Senior
150,25,15880,8,5,2,34,0,Young
179,71,14191,7,9,5,50,1,Senior
167,34,19727,2,5,0,50,1,Middle-aged
165,43,15488,4,4,1,9,1,Middle-aged
158,40,8685,2,1,7,7,1,Middle-aged
168,26,13016,10,6,2,9,0,Young
171,76,12762,10,0,3,26,1,Senior
154,80,11846,10,5,0,2,1,Senior
176,48,12584,5,4,2,5,1,Middle-aged
151,51,12310,4,4,0,66,1,Senior
179,51,10356,10,7,9,10,1,Senior
164,72,5286,1,8,4,31,1,Senior
156,78,19612,9,6,0,33,1,Senior
153,24,19722,7,9,8,6,0,Young
150,23,13641,5,7,6,14,0,Young
162,41,15530,2,1,7,78,0,Middle-aged
169,37,16432,0,1,8,15,0,Middle-aged
171,54,11586,4,7,9,97,1,Senior
156,36,15895,10,5,7,95,1,Middle-aged
164,69,10303,1,7,2,81,0,Senior
172,69,8116,1,8,6,43,0,Senior
163,75,10874,8,8,6,79,1,Senior
172,43,11970,10,5,6,20,1,Middle-aged
168,21,19257,9,7,7,21,0,Young
171,32,13148,6,1,3,64,0,Middle-aged
178,73,17763,5,7,5,29,1,Senior
173,34,13444,0,2,1,59,1,Middle-aged
169,24,14611,9,0,6,73,1,Young
178,22,15528,1,6,8,64,1,Young
173,56,6235,10,0,4,93,1,Senior
167,56,5999,6,0,3,44,1,Senior
180,56,8760,2,0,1,34,1,Senior
159,22,9116,1,3,6,47,0,Young
158,54,9411,5,3,1,9,0,Senior
174,71,15803,7,9,1,60,0,Senior
157,42,10557,7,5,8,30,0,Middle-aged
175,79,14638,10,9,1,17,0,Senior
179,47,10352,1,2,9,52,1,Middle-aged
178,79,15362,5,9,2,59,1,Senior
159,49,16113,4,5,2,4,0,Middle-aged
166,37,18247,6,6,1,40,1,Middle-aged
151,77,8683,3,0,9,96,1,Senior
155,71,7261,1,5,2,96,1,Senior
175,55,15137,9,9,8,7,1,Senior
154,52,18126,2,0,2,38,0,Senior
177,45,19982,8,6,4,32,1,Middle-aged
179,67,18255,9,9,6,69,0,Senior
158,59,6853,7,4,0,67,1,Senior
154,36,13791,8,9,0,56,0,Middle-aged
167,59,18079,4,3,9,20,1,Senior
175,26,17327,4,0,1,64,1,Young
169,76,11895,6,8,0,17,1,Senior
158,27,16595,6,6,0,16,1,Young
166,72,7990,0,1,9,11,1,Senior
176,75,17935,4,3,3,13,0,Senior
166,50,17469,7,3,9,18,1,Middle-aged
161,78,17552,6,7,2,14,0,Senior
156,77,16010,10,1,0,34,1,Senior
176,31,5862,1,4,2,76,1,Middle-aged
152,67,9527,7,9,0,86,0,Senior
159,50,17247,1,7,2,85,1,Middle-aged
151,63,6219,9,5,3,26,0,Senior
174,38,8795,0,3,7,42,0,Middle-aged
152,29,17796,10,4,2,61,0,Young
165,58,17734,10,1,2,39,0,Senior
151,31,5527,10,4,8,2,0,Middle-aged
177,39,12369,2,2,8,57,0,Middle-aged
173,56,7922,2,2,5,50,1,Senior
159,67,10849,5,6,9,16,1,Senior
155,60,18916,2,2,3,62,1,Senior
171,26,16396,6,3,9,98,1,Young
175,71,6162,7,6,4,11,1,Senior
160,73,17956,2,2,8,83,1,Senior
172,77,16756,8,9,0,63,1,Senior
156,33,5846,0,9,6,30,0,Middle-aged
176,30,15309,2,1,6,54,1,Young
178,26,11959,2,9,9,71,0,Young
164,48,8086,6,6,0,27,1,Middle-aged
155,29,14962,10,4,0,86,1,Young
169,48,8283,10,0,8,64,0,Middle-aged
176,28,15017,4,9,6,81,0,Young
158,55,8323,3,7,3,79,0,Senior
171,67,5445,1,2,8,9,1,Senior
169,29,6025,6,6,4,76,0,Young
161,38,14963,2,5,2,72,0,Middle-aged
168,75,6359,6,9,1,2,0,Senior
169,50,13210,9,5,8,49,0,Middle-aged
152,36,11113,6,7,3,48,0,Middle-aged
164,28,13752,10,3,6,55,1,Young
151,64,5471,1,3,0,80,0,Senior
179,52,5027,6,2,8,67,1,Senior
170,53,13751,5,0,8,31,1,Senior
151,64,15847,9,9,9,26,1,Senior
171,43,8236,3,2,5,66,0,Middle-aged
152,28,17745,10,0,5,30,1,Young
155,26,14136,4,5,5,77,0,Young
164,35,8948,7,7,4,78,1,Middle-aged
176,38,18487,4,2,0,1,0,Middle-aged
159,58,16848,2,3,3,96,0,Senior
158,25,18271,1,4,9,70,0,Young
150,69,18155,5,6,0,22,1,Senior
165,70,16255,5,5,4,75,1,Senior
155,30,11172,6,1,3,87,1,Young
158,80,6979,7,6,7,54,1,Senior
176,31,15908,3,7,0,14,1,Middle-aged
153,80,9921,7,0,7,14,0,Senior
176,77,14007,0,5,7,84,1,Senior
177,61,7326,5,8,0,71,1,Senior
151,32,7330,5,6,8,19,1,Middle-aged
178,31,12646,2,4,8,26,0,Middle-aged
153,40,6002,8,9,5,59,1,Middle-aged
150,29,14734,4,9,0,22,0,Young
168,39,11448,0,8,6,6,1,Middle-aged
175,69,11837,6,1,6,63,0,Senior
174,55,17396,9,6,8,77,0,Senior
159,47,11467,2,8,0,74,1,Middle-aged
170,43,14421,9,1,7,54,0,Middle-aged
164,24,16497,9,9,7,19,0,Young
176,56,19249,10,5,6,95,0,Senior
171,80,19793,3,8,5,10,0,Senior
168,79,12354,5,2,0,37,1,Senior
165,31,19251,7,7,9,77,1,Middle-aged
170,77,7529,3,4,7,17,0,Senior
176,54,18209,8,6,4,55,1,Senior
173,80,6430,7,2,3,5,1,Senior
171,59,8912,9,7,4,21,1,Senior
153,73,6532,9,1,4,39,0,Senior
151,21,6892,5,7,9,20,1,Young
179,69,19855,6,1,2,71,1,Senior
174,60,16316,7,6,3,15,0,Senior
162,64,6421,1,1,3,79,0,Senior
177,58,18510,4,6,7,53,1,Senior
150,61,13582,6,0,4,87,1,Senior
166,28,10768,7,5,5,33,0,Young
162,41,7818,4,9,9,44,1,Middle-aged
153,66,15061,2,6,1,66,1,Senior
156,24,16152,5,3,8,50,0,Young
166,31,10617,4,0,7,32,1,Middle-aged
158,20,6195,7,5,7,79,1,
153,63,11229,8,3,9,71,1,Senior
168,41,15797,8,2,4,73,1,Middle-aged
150,57,14049,5,3,4,55,0,Senior
159,70,10305,3,5,2,28,0,Senior
153,38,16419,3,4,1,86,0,Middle-aged
158,35,14708,8,1,8,3,0,Middle-aged
162,50,13077,3,1,5,53,1,Middle-aged
163,70,18938,7,2,7,42,1,Senior
159,22,14345,8,5,3,2,1,Young
155,42,5842,4,0,4,22,0,Middle-aged
165,61,10200,5,6,9,25,1,Senior
155,78,10921,2,7,4,89,0,Senior
166,37,14874,4,6,9,32,0,Middle-aged
159,45,5294,4,2,3,7,0,Middle-aged
167,32,11097,1,5,1,62,1,Middle-aged
176,77,11412,9,3,5,31,1,Senior
171,37,13836,5,4,3,63,0,Middle-aged
167,22,16825,8,2,3,37,1,Young
152,77,11678,10,4,9,68,0,Senior
169,79,15327,6,5,2,97,0,Senior
176,42,10020,7,7,7,79,1,Middle-aged
170,22,10743,1,5,5,9,1,Young
180,74,5110,10,8,8,70,1,Senior
174,44,13775,8,9,4,46,0,Middle-aged
177,46,16417,2,9,5,95,0,Middle-aged
164,77,14678,9,9,8,34,1,Senior
164,63,9864,4,9,3,60,0,Senior
153,46,18467,6,3,9,13,0,Middle-aged
178,71,6648,3,1,6,36,1,Senior
176,58,11381,6,8,9,96,0,Senior
158,44,7381,7,2,9,86,0,Middle-aged
176,43,5105,9,6,5,48,1,Middle-aged
175,27,16745,9,3,5,93,1,Young
168,28,10818,3,0,5,75,0,Young
173,65,14886,4,7,3,6,1,Senior
177,56,14925,10,3,9,5,1,Senior
166,49,5381,2,5,5,65,1,Middle-aged
160,72,15928,4,6,6,50,1,Senior
174,38,9356,7,7,1,74,1,Middle-aged
158,72,10918,2,9,8,74,1,Senior
159,35,6316,4,1,6,24,1,Middle-aged
167,43,10454,9,8,2,7,0,Middle-aged
169,63,15894,0,9,9,86,1,Senior
162,40,18107,1,2,9,58,0,Middle-aged
157,55,9074,2,0,6,21,0,Senior
156,59,9804,0,1,9,86,1,Senior
166,58,19811,10,7,9,33,0,Senior
170,66,5906,10,9,4,44,1,Senior
172,25,19890,8,5,8,25,1,Young
164,24,12621,8,0,5,95,1,Young
169,33,5662,4,8,6,80,1,Middle-aged
164,72,18607,3,6,3,15,1,Senior
180,64,11718,4,9,1,29,1,Senior
150,61,19977,3,2,3,83,1,Senior
174,69,13654,4,6,8,52,0,Senior
163,80,16094,6,5,2,17,0,Senior
154,23,17872,10,2,6,90,1,Young
160,27,5942,7,7,3,36,1,Young
165,43,19951,1,0,2,35,0,Middle-aged
151,30,13349,3,4,4,40,1,Young
157,36,11415,7,7,1,23,0,Middle-aged
160,69,19138,6,2,9,73,0,Senior
178,40,8309,8,9,3,34,0,Middle-aged
167,76,6326,4,5,6,58,0,Senior
152,45,15909,5,9,1,82,0,Middle-aged
179,62,15860,10,1,9,80,0,Senior
175,67,15760,7,8,5,61,0,Senior
150,63,16584,10,1,4,96,1,Senior
160,64,7106,4,4,2,28,0,Senior
165,46,18669,8,2,4,60,0,Middle-aged
167,35,9799,3,9,9,32,0,Middle-aged
179,74,13839,7,8,6,58,1,Senior
165,45,16514,2,8,2,82,1,Middle-aged
172,72,7938,4,6,7,44,1,Senior
159,52,7483,7,9,6,34,0,Senior
167,50,17433,9,4,3,93,0,Middle-aged
155,67,16098,6,8,4,21,0,Senior
180,66,16217,0,6,9,1,1,Senior
168,25,6375,3,1,3,55,0,Young
153,63,12856,1,9,1,80,0,Senior
176,27,15015,1,0,8,49,0,Young
180,26,5244,6,9,0,97,1,Young
162,53,18871,2,9,7,21,1,Senior
173,63,7348,2,3,3,99,0,Senior
163,72,19773,5,9,8,55,0,Senior
152,33,14059,5,7,2,27,1,Middle-aged
159,35,19435,0,5,6,20,1,Middle-aged
155,62,16053,0,1,2,95,1,Senior
150,71,5479,10,4,9,16,1,Senior
172,28,15654,5,8,6,78,1,Young
173,29,19500,6,5,1,48,0,Young
176,36,6935,8,5,2,32,1,Middle-aged
163,31,19253,3,6,7,32,1,Middle-aged
157,25,10757,9,4,6,53,0,Young
168,38,16565,5,2,2,53,1,Middle-aged
163,62,16213,2,2,7,2,0,Senior
159,60,16384,10,4,8,57,0,Senior
166,72,5087,3,3,1,22,1,Senior
158,48,14432,8,4,1,52,0,Middle-aged
178,25,13764,0,8,6,81,1,Young
155,78,14005,4,4,7,96,1,Senior
160,44,5178,10,3,4,81,0,Middle-aged
174,76,14917,6,3,1,58,1,Senior
156,43,5162,2,0,9,34,0,Middle-aged
166,44,7640,1,9,4,71,0,Middle-aged
177,35,14197,10,3,2,93,0,Middle-aged
177,71,7348,1,3,8,17,1,Senior
150,35,7421,0,8,1,88,0,Middle-aged
171,25,15947,4,3,8,72,1,Young
154,56,9298,2,6,1,23,1,Senior
158,40,9142,10,0,0,33,1,Middle-aged
167,23,17750,6,6,9,29,1,Young
173,53,16933,0,1,5,19,1,Senior
176,47,9503,8,7,5,69,1,Middle-aged
170,57,6217,1,0,3,37,0,Senior
151,60,7474,7,9,1,87,0,Senior
178,47,5929,9,2,9,26,1,Middle-aged
175,36,12958,3,7,2,24,0,Middle-aged
160,33,13508,5,9,5,54,0,Middle-aged
176,26,6502,8,7,3,21,1,Young
177,41,5420,6,4,4,97,1,Middle-aged
155,70,18580,7,4,8,90,0,Senior
175,20,10830,6,7,4,10,1,
157,48,19047,1,9,9,42,0,Middle-aged
153,71,9358,8,4,7,29,1,Senior
167,50,6449,0,8,1,57,0,Middle-aged
177,49,19501,1,0,5,35,1,Middle-aged
160,76,10811,2,4,5,28,0,Senior
154,34,13619,2,2,4,12,1,Middle-aged
164,37,12871,9,2,5,58,1,Middle-aged
177,54,13588,3,1,4,44,1,Senior
167,69,18527,4,2,1,7,0,Senior
151,49,13987,5,6,4,16,1,Middle-aged
180,53,5106,0,7,0,84,0,Senior
